,0,1
2032,0YuCATlVwxG5Mq8lN2Omro,"['Fleetwood Mac', '1980', 'Sara', {'danceability': 0.735, 'energy': 0.534, 'key': 10, 'loudness': -12.154, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.423, 'instrumentalness': 0.00267, 'liveness': 0.204, 'valence': 0.551, 'tempo': 127.01, 'type': 'audio_features', 'id': '0YuCATlVwxG5Mq8lN2Omro', 'uri': 'spotify:track:0YuCATlVwxG5Mq8lN2Omro', 'track_href': 'https://api.spotify.com/v1/tracks/0YuCATlVwxG5Mq8lN2Omro', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0YuCATlVwxG5Mq8lN2Omro', 'duration_ms': 275107, 'time_signature': 4}]"
2033,0iINibMKtoS8duvexsqnm5,"['Fleetwood Mac', '1980', 'Tusk', {'danceability': 0.628, 'energy': 0.779, 'key': 0, 'loudness': -11.841, 'mode': 1, 'speechiness': 0.0831, 'acousticness': 0.224, 'instrumentalness': 0.776, 'liveness': 0.151, 'valence': 0.936, 'tempo': 180.837, 'type': 'audio_features', 'id': '0iINibMKtoS8duvexsqnm5', 'uri': 'spotify:track:0iINibMKtoS8duvexsqnm5', 'track_href': 'https://api.spotify.com/v1/tracks/0iINibMKtoS8duvexsqnm5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0iINibMKtoS8duvexsqnm5', 'duration_ms': 217573, 'time_signature': 4}]"
2034,4kRMsLX7bJqjIfK44qJ9h6,"['Fleetwood Mac', '1982', 'Hold Me', {'danceability': 0.709, 'energy': 0.571, 'key': 10, 'loudness': -13.25, 'mode': 1, 'speechiness': 0.039, 'acousticness': 0.247, 'instrumentalness': 0.014, 'liveness': 0.114, 'valence': 0.779, 'tempo': 124.739, 'type': 'audio_features', 'id': '4kRMsLX7bJqjIfK44qJ9h6', 'uri': 'spotify:track:4kRMsLX7bJqjIfK44qJ9h6', 'track_href': 'https://api.spotify.com/v1/tracks/4kRMsLX7bJqjIfK44qJ9h6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4kRMsLX7bJqjIfK44qJ9h6', 'duration_ms': 225333, 'time_signature': 4}]"
2035,4CoSCPlKNrWli7E5kFtbcl,"['Fleetwood Mac', '1987', 'Little Lies', {'danceability': 0.64, 'energy': 0.649, 'key': 2, 'loudness': -10.345, 'mode': 1, 'speechiness': 0.0264, 'acousticness': 0.216, 'instrumentalness': 8.3e-05, 'liveness': 0.0551, 'valence': 0.865, 'tempo': 124.825, 'type': 'audio_features', 'id': '4CoSCPlKNrWli7E5kFtbcl', 'uri': 'spotify:track:4CoSCPlKNrWli7E5kFtbcl', 'track_href': 'https://api.spotify.com/v1/tracks/4CoSCPlKNrWli7E5kFtbcl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CoSCPlKNrWli7E5kFtbcl', 'duration_ms': 221053, 'time_signature': 4}]"
2036,0hOA8SoraNo2ZP1amtVYnY,"['Fleetwood Mac', '1987', 'Big Love', {'danceability': 0.709, 'energy': 0.699, 'key': 10, 'loudness': -11.905, 'mode': 0, 'speechiness': 0.0466, 'acousticness': 0.0291, 'instrumentalness': 0.295, 'liveness': 0.0673, 'valence': 0.592, 'tempo': 125.377, 'type': 'audio_features', 'id': '0hOA8SoraNo2ZP1amtVYnY', 'uri': 'spotify:track:0hOA8SoraNo2ZP1amtVYnY', 'track_href': 'https://api.spotify.com/v1/tracks/0hOA8SoraNo2ZP1amtVYnY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hOA8SoraNo2ZP1amtVYnY', 'duration_ms': 223733, 'time_signature': 4}]"
2037,4auLFvyOGhMQb44T0kAdno,"['Cliff Richard', '1976', 'Devil Woman', {'danceability': 0.706, 'energy': 0.686, 'key': 0, 'loudness': -8.234, 'mode': 1, 'speechiness': 0.0499, 'acousticness': 0.273, 'instrumentalness': 0.00647, 'liveness': 0.16, 'valence': 0.837, 'tempo': 116.759, 'type': 'audio_features', 'id': '4auLFvyOGhMQb44T0kAdno', 'uri': 'spotify:track:4auLFvyOGhMQb44T0kAdno', 'track_href': 'https://api.spotify.com/v1/tracks/4auLFvyOGhMQb44T0kAdno', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4auLFvyOGhMQb44T0kAdno', 'duration_ms': 217373, 'time_signature': 4}]"
2038,3Ug96zKa29P3vICEEcYajZ,"['Cliff Richard', '1980', ""We Don't Talk Anymore"", {'danceability': 0.746, 'energy': 0.703, 'key': 0, 'loudness': -7.853, 'mode': 1, 'speechiness': 0.0291, 'acousticness': 0.0014, 'instrumentalness': 0.00414, 'liveness': 0.066, 'valence': 0.733, 'tempo': 111.569, 'type': 'audio_features', 'id': '3Ug96zKa29P3vICEEcYajZ', 'uri': 'spotify:track:3Ug96zKa29P3vICEEcYajZ', 'track_href': 'https://api.spotify.com/v1/tracks/3Ug96zKa29P3vICEEcYajZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Ug96zKa29P3vICEEcYajZ', 'duration_ms': 257160, 'time_signature': 4}]"
2039,6l6hiVkntilDYCAWU954gV,"['Cliff Richard', '1981', 'A Little in Love', {'danceability': 0.669, 'energy': 0.589, 'key': 7, 'loudness': -13.612, 'mode': 1, 'speechiness': 0.028, 'acousticness': 0.0127, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.912, 'tempo': 117.395, 'type': 'audio_features', 'id': '6l6hiVkntilDYCAWU954gV', 'uri': 'spotify:track:6l6hiVkntilDYCAWU954gV', 'track_href': 'https://api.spotify.com/v1/tracks/6l6hiVkntilDYCAWU954gV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6l6hiVkntilDYCAWU954gV', 'duration_ms': 225040, 'time_signature': 4}]"
2040,4iqkS8W7CPnYIZg3Ryb8bL,"['Elvin Bishop', '1976', 'Fooled Around and Fell in Love', {'danceability': 0.625, 'energy': 0.719, 'key': 10, 'loudness': -8.823, 'mode': 1, 'speechiness': 0.0322, 'acousticness': 0.0599, 'instrumentalness': 0.0179, 'liveness': 0.271, 'valence': 0.589, 'tempo': 113.322, 'type': 'audio_features', 'id': '4iqkS8W7CPnYIZg3Ryb8bL', 'uri': 'spotify:track:4iqkS8W7CPnYIZg3Ryb8bL', 'track_href': 'https://api.spotify.com/v1/tracks/4iqkS8W7CPnYIZg3Ryb8bL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iqkS8W7CPnYIZg3Ryb8bL', 'duration_ms': 275720, 'time_signature': 3}]"
2041,7HlA1yEQTyzZ4rcOB0wAN9,"['C. W. McCall', '1976', 'Convoy', {'danceability': 0.753, 'energy': 0.633, 'key': 5, 'loudness': -8.77, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.0716, 'instrumentalness': 0.0958, 'liveness': 0.717, 'valence': 0.92, 'tempo': 111.033, 'type': 'audio_features', 'id': '7HlA1yEQTyzZ4rcOB0wAN9', 'uri': 'spotify:track:7HlA1yEQTyzZ4rcOB0wAN9', 'track_href': 'https://api.spotify.com/v1/tracks/7HlA1yEQTyzZ4rcOB0wAN9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7HlA1yEQTyzZ4rcOB0wAN9', 'duration_ms': 235050, 'time_signature': 4}]"
2042,2pS6zWWQCpO0IVEBIbzJh8,"['John Sebastian', '1976', 'Welcome Back', {'danceability': 0.745, 'energy': 0.373, 'key': 4, 'loudness': -13.002, 'mode': 0, 'speechiness': 0.0325, 'acousticness': 0.412, 'instrumentalness': 8.88e-05, 'liveness': 0.158, 'valence': 0.904, 'tempo': 111.297, 'type': 'audio_features', 'id': '2pS6zWWQCpO0IVEBIbzJh8', 'uri': 'spotify:track:2pS6zWWQCpO0IVEBIbzJh8', 'track_href': 'https://api.spotify.com/v1/tracks/2pS6zWWQCpO0IVEBIbzJh8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pS6zWWQCpO0IVEBIbzJh8', 'duration_ms': 170893, 'time_signature': 4}]"
2043,1mo1tQypPi59Unv8vWuNbL,"['The Brothers Johnson', '1976', ""I'll Be Good to You"", {'danceability': 0.756, 'energy': 0.661, 'key': 11, 'loudness': -11.874, 'mode': 0, 'speechiness': 0.0371, 'acousticness': 0.417, 'instrumentalness': 0.000929, 'liveness': 0.0605, 'valence': 0.93, 'tempo': 98.266, 'type': 'audio_features', 'id': '1mo1tQypPi59Unv8vWuNbL', 'uri': 'spotify:track:1mo1tQypPi59Unv8vWuNbL', 'track_href': 'https://api.spotify.com/v1/tracks/1mo1tQypPi59Unv8vWuNbL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1mo1tQypPi59Unv8vWuNbL', 'duration_ms': 288093, 'time_signature': 4}]"
2044,00kvKlIvfzQLSi6T2zwXuS,"['The Brothers Johnson', '1977', 'Strawberry Letter 23', {'danceability': 0.73, 'energy': 0.622, 'key': 7, 'loudness': -11.7, 'mode': 0, 'speechiness': 0.0532, 'acousticness': 0.269, 'instrumentalness': 0.00874, 'liveness': 0.111, 'valence': 0.752, 'tempo': 90.973, 'type': 'audio_features', 'id': '00kvKlIvfzQLSi6T2zwXuS', 'uri': 'spotify:track:00kvKlIvfzQLSi6T2zwXuS', 'track_href': 'https://api.spotify.com/v1/tracks/00kvKlIvfzQLSi6T2zwXuS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/00kvKlIvfzQLSi6T2zwXuS', 'duration_ms': 299067, 'time_signature': 4}]"
2045,01u4Ar5lxg0SE9VqEEJ2Fz,"['The Brothers Johnson', '1980', 'Stomp!', {'danceability': 0.858, 'energy': 0.8, 'key': 7, 'loudness': -8.013, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.17, 'instrumentalness': 0.0335, 'liveness': 0.0551, 'valence': 0.927, 'tempo': 119.535, 'type': 'audio_features', 'id': '01u4Ar5lxg0SE9VqEEJ2Fz', 'uri': 'spotify:track:01u4Ar5lxg0SE9VqEEJ2Fz', 'track_href': 'https://api.spotify.com/v1/tracks/01u4Ar5lxg0SE9VqEEJ2Fz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/01u4Ar5lxg0SE9VqEEJ2Fz', 'duration_ms': 246440, 'time_signature': 4}]"
2046,78zYiMv9yNTHgmm6kaUPCm,"['Bay City Rollers', '1976', 'Saturday Night', {'danceability': 0.514, 'energy': 0.681, 'key': 7, 'loudness': -10.026, 'mode': 1, 'speechiness': 0.065, 'acousticness': 0.199, 'instrumentalness': 0.0356, 'liveness': 0.0745, 'valence': 0.913, 'tempo': 136.821, 'type': 'audio_features', 'id': '78zYiMv9yNTHgmm6kaUPCm', 'uri': 'spotify:track:78zYiMv9yNTHgmm6kaUPCm', 'track_href': 'https://api.spotify.com/v1/tracks/78zYiMv9yNTHgmm6kaUPCm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/78zYiMv9yNTHgmm6kaUPCm', 'duration_ms': 174400, 'time_signature': 4}]"
2047,5fPgZkaDR5VfkObCsQfbLv,"['Bay City Rollers', '1976', 'Money Honey', {'danceability': 0.638, 'energy': 0.784, 'key': 0, 'loudness': -7.851, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.024, 'instrumentalness': 0.000402, 'liveness': 0.19, 'valence': 0.741, 'tempo': 121.89, 'type': 'audio_features', 'id': '5fPgZkaDR5VfkObCsQfbLv', 'uri': 'spotify:track:5fPgZkaDR5VfkObCsQfbLv', 'track_href': 'https://api.spotify.com/v1/tracks/5fPgZkaDR5VfkObCsQfbLv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fPgZkaDR5VfkObCsQfbLv', 'duration_ms': 195800, 'time_signature': 4}]"
2048,7yeBJkPnqcHCk1P08Z8K9d,"['Bay City Rollers', '1977', 'You Made Me Believe in Magic', {'danceability': 0.636, 'energy': 0.859, 'key': 0, 'loudness': -7.077, 'mode': 0, 'speechiness': 0.0686, 'acousticness': 0.0837, 'instrumentalness': 0, 'liveness': 0.438, 'valence': 0.851, 'tempo': 126.443, 'type': 'audio_features', 'id': '7yeBJkPnqcHCk1P08Z8K9d', 'uri': 'spotify:track:7yeBJkPnqcHCk1P08Z8K9d', 'track_href': 'https://api.spotify.com/v1/tracks/7yeBJkPnqcHCk1P08Z8K9d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yeBJkPnqcHCk1P08Z8K9d', 'duration_ms': 164400, 'time_signature': 4}]"
2049,1wtkaq9l3iUJxQyD9TgCrc,"['George Benson', '1976', 'This Masquerade', {'danceability': 0.749, 'energy': 0.552, 'key': 5, 'loudness': -6.223, 'mode': 0, 'speechiness': 0.0437, 'acousticness': 0.531, 'instrumentalness': 7.06e-05, 'liveness': 0.0922, 'valence': 0.575, 'tempo': 89.955, 'type': 'audio_features', 'id': '1wtkaq9l3iUJxQyD9TgCrc', 'uri': 'spotify:track:1wtkaq9l3iUJxQyD9TgCrc', 'track_href': 'https://api.spotify.com/v1/tracks/1wtkaq9l3iUJxQyD9TgCrc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1wtkaq9l3iUJxQyD9TgCrc', 'duration_ms': 283853, 'time_signature': 4}]"
2050,2oFxITGDiTZ1JRwP8yinRt,"['George Benson', '1978', 'On Broadway', {'danceability': 0.77, 'energy': 0.319, 'key': 10, 'loudness': -17.098, 'mode': 0, 'speechiness': 0.0579, 'acousticness': 0.205, 'instrumentalness': 0.000151, 'liveness': 0.0687, 'valence': 0.863, 'tempo': 117.232, 'type': 'audio_features', 'id': '2oFxITGDiTZ1JRwP8yinRt', 'uri': 'spotify:track:2oFxITGDiTZ1JRwP8yinRt', 'track_href': 'https://api.spotify.com/v1/tracks/2oFxITGDiTZ1JRwP8yinRt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2oFxITGDiTZ1JRwP8yinRt', 'duration_ms': 316160, 'time_signature': 4}]"
2051,62GYoGszQfROZswLee6W3O,"['George Benson', '1980', 'Give Me the Night', {'danceability': 0.85, 'energy': 0.466, 'key': 1, 'loudness': -15.673, 'mode': 1, 'speechiness': 0.0555, 'acousticness': 0.314, 'instrumentalness': 0.0234, 'liveness': 0.129, 'valence': 0.86, 'tempo': 109.936, 'type': 'audio_features', 'id': '62GYoGszQfROZswLee6W3O', 'uri': 'spotify:track:62GYoGszQfROZswLee6W3O', 'track_href': 'https://api.spotify.com/v1/tracks/62GYoGszQfROZswLee6W3O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/62GYoGszQfROZswLee6W3O', 'duration_ms': 222627, 'time_signature': 4}]"
2052,6a899bXlCuViXW2Qs8Rdqo,"['George Benson', '1982', 'Turn Your Love Around', {'danceability': 0.627, 'energy': 0.385, 'key': 9, 'loudness': -13.655, 'mode': 0, 'speechiness': 0.0537, 'acousticness': 0.334, 'instrumentalness': 0, 'liveness': 0.182, 'valence': 0.766, 'tempo': 205.726, 'type': 'audio_features', 'id': '6a899bXlCuViXW2Qs8Rdqo', 'uri': 'spotify:track:6a899bXlCuViXW2Qs8Rdqo', 'track_href': 'https://api.spotify.com/v1/tracks/6a899bXlCuViXW2Qs8Rdqo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6a899bXlCuViXW2Qs8Rdqo', 'duration_ms': 230107, 'time_signature': 4}]"
2053,3qrEG6rQ9Qm72MNWeUKKiU,"['Silver', '1976', 'Wham Bam', {'danceability': 0.65, 'energy': 0.759, 'key': 1, 'loudness': -4.932, 'mode': 1, 'speechiness': 0.0355, 'acousticness': 0.353, 'instrumentalness': 0, 'liveness': 0.155, 'valence': 0.943, 'tempo': 121.454, 'type': 'audio_features', 'id': '3qrEG6rQ9Qm72MNWeUKKiU', 'uri': 'spotify:track:3qrEG6rQ9Qm72MNWeUKKiU', 'track_href': 'https://api.spotify.com/v1/tracks/3qrEG6rQ9Qm72MNWeUKKiU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qrEG6rQ9Qm72MNWeUKKiU', 'duration_ms': 212840, 'time_signature': 4}]"
2054,4UN5z3IkTamNxngTsS3Qrm,"['Keith Carradine', '1976', ""I'm Easy"", {'danceability': 0.496, 'energy': 0.41, 'key': 7, 'loudness': -16.875, 'mode': 1, 'speechiness': 0.0304, 'acousticness': 0.0202, 'instrumentalness': 0, 'liveness': 0.0773, 'valence': 0.519, 'tempo': 79.578, 'type': 'audio_features', 'id': '4UN5z3IkTamNxngTsS3Qrm', 'uri': 'spotify:track:4UN5z3IkTamNxngTsS3Qrm', 'track_href': 'https://api.spotify.com/v1/tracks/4UN5z3IkTamNxngTsS3Qrm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4UN5z3IkTamNxngTsS3Qrm', 'duration_ms': 193013, 'time_signature': 4}]"
2055,763jJ8T1utfvNqz1WRDzx4,"['Harold Melvin', '1976', 'Wake Up Everybody', {'danceability': 0.573, 'energy': 0.546, 'key': 6, 'loudness': -12.163, 'mode': 1, 'speechiness': 0.0631, 'acousticness': 0.154, 'instrumentalness': 0, 'liveness': 0.186, 'valence': 0.636, 'tempo': 98.223, 'type': 'audio_features', 'id': '763jJ8T1utfvNqz1WRDzx4', 'uri': 'spotify:track:763jJ8T1utfvNqz1WRDzx4', 'track_href': 'https://api.spotify.com/v1/tracks/763jJ8T1utfvNqz1WRDzx4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/763jJ8T1utfvNqz1WRDzx4', 'duration_ms': 451400, 'time_signature': 4}]"
2056,5ke0edZBlwRYu01wdej6xq,"['John Travolta', '1976', 'Let Her In', {'danceability': 0.394, 'energy': 0.331, 'key': 4, 'loudness': -12.736, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.786, 'instrumentalness': 0.0283, 'liveness': 0.0924, 'valence': 0.501, 'tempo': 145.098, 'type': 'audio_features', 'id': '5ke0edZBlwRYu01wdej6xq', 'uri': 'spotify:track:5ke0edZBlwRYu01wdej6xq', 'track_href': 'https://api.spotify.com/v1/tracks/5ke0edZBlwRYu01wdej6xq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ke0edZBlwRYu01wdej6xq', 'duration_ms': 183600, 'time_signature': 4}]"
2057,0B9x2BRHqj3Qer7biM3pU3,"['John Travolta', '1978', ""You're the One That I Want"", {'danceability': 0.758, 'energy': 0.612, 'key': 0, 'loudness': -11.403, 'mode': 1, 'speechiness': 0.0598, 'acousticness': 0.281, 'instrumentalness': 0.00288, 'liveness': 0.0954, 'valence': 0.822, 'tempo': 106.945, 'type': 'audio_features', 'id': '0B9x2BRHqj3Qer7biM3pU3', 'uri': 'spotify:track:0B9x2BRHqj3Qer7biM3pU3', 'track_href': 'https://api.spotify.com/v1/tracks/0B9x2BRHqj3Qer7biM3pU3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0B9x2BRHqj3Qer7biM3pU3', 'duration_ms': 169840, 'time_signature': 4}]"
2058,2AVkArcfALVk2X8sfPRzya,"['John Travolta', '1978', 'Summer Nights', {'danceability': 0.747, 'energy': 0.663, 'key': 2, 'loudness': -9.415, 'mode': 1, 'speechiness': 0.0545, 'acousticness': 0.62, 'instrumentalness': 5.24e-05, 'liveness': 0.0861, 'valence': 0.606, 'tempo': 124.336, 'type': 'audio_features', 'id': '2AVkArcfALVk2X8sfPRzya', 'uri': 'spotify:track:2AVkArcfALVk2X8sfPRzya', 'track_href': 'https://api.spotify.com/v1/tracks/2AVkArcfALVk2X8sfPRzya', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2AVkArcfALVk2X8sfPRzya', 'duration_ms': 216907, 'time_signature': 4}]"
2059,62NJcC5piTuieIFiDZxiz1,"['Jefferson Starship', '1976', 'With Your Love', {'danceability': 0.536, 'energy': 0.527, 'key': 2, 'loudness': -11.092, 'mode': 1, 'speechiness': 0.0327, 'acousticness': 0.622, 'instrumentalness': 0.000334, 'liveness': 0.0937, 'valence': 0.48, 'tempo': 121.297, 'type': 'audio_features', 'id': '62NJcC5piTuieIFiDZxiz1', 'uri': 'spotify:track:62NJcC5piTuieIFiDZxiz1', 'track_href': 'https://api.spotify.com/v1/tracks/62NJcC5piTuieIFiDZxiz1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/62NJcC5piTuieIFiDZxiz1', 'duration_ms': 216240, 'time_signature': 4}]"
2060,3ssnFwx5lu6qxhLBR0vutB,"['Jefferson Starship', '1978', 'Count On Me', {'danceability': 0.552, 'energy': 0.325, 'key': 9, 'loudness': -14.908, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.259, 'instrumentalness': 1.27e-05, 'liveness': 0.453, 'valence': 0.736, 'tempo': 111.937, 'type': 'audio_features', 'id': '3ssnFwx5lu6qxhLBR0vutB', 'uri': 'spotify:track:3ssnFwx5lu6qxhLBR0vutB', 'track_href': 'https://api.spotify.com/v1/tracks/3ssnFwx5lu6qxhLBR0vutB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ssnFwx5lu6qxhLBR0vutB', 'duration_ms': 194893, 'time_signature': 4}]"
2061,6SGAuXahmRkkj0ESHKmWtF,"['Foghat', '1976', 'Slow Ride', {'danceability': 0.501, 'energy': 0.757, 'key': 9, 'loudness': -7.032, 'mode': 1, 'speechiness': 0.0381, 'acousticness': 0.00724, 'instrumentalness': 0.00301, 'liveness': 0.0531, 'valence': 0.663, 'tempo': 112.955, 'type': 'audio_features', 'id': '6SGAuXahmRkkj0ESHKmWtF', 'uri': 'spotify:track:6SGAuXahmRkkj0ESHKmWtF', 'track_href': 'https://api.spotify.com/v1/tracks/6SGAuXahmRkkj0ESHKmWtF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6SGAuXahmRkkj0ESHKmWtF', 'duration_ms': 238293, 'time_signature': 4}]"
2062,43DeSV93pJPT4lCZaWZ6b1,"['Thin Lizzy', '1976', 'The Boys Are Back in Town', {'danceability': 0.445, 'energy': 0.706, 'key': 8, 'loudness': -9.803, 'mode': 1, 'speechiness': 0.0461, 'acousticness': 0.234, 'instrumentalness': 0.000252, 'liveness': 0.205, 'valence': 0.768, 'tempo': 80.823, 'type': 'audio_features', 'id': '43DeSV93pJPT4lCZaWZ6b1', 'uri': 'spotify:track:43DeSV93pJPT4lCZaWZ6b1', 'track_href': 'https://api.spotify.com/v1/tracks/43DeSV93pJPT4lCZaWZ6b1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/43DeSV93pJPT4lCZaWZ6b1', 'duration_ms': 266720, 'time_signature': 4}]"
2063,66F66DVBmmF1sLE9IOUUMf,"['Candi Staton', '1976', 'Young Hearts Run Free', {'danceability': 0.69, 'energy': 0.496, 'key': 7, 'loudness': -12.978, 'mode': 0, 'speechiness': 0.0314, 'acousticness': 0.214, 'instrumentalness': 4.21e-06, 'liveness': 0.368, 'valence': 0.889, 'tempo': 115.578, 'type': 'audio_features', 'id': '66F66DVBmmF1sLE9IOUUMf', 'uri': 'spotify:track:66F66DVBmmF1sLE9IOUUMf', 'track_href': 'https://api.spotify.com/v1/tracks/66F66DVBmmF1sLE9IOUUMf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/66F66DVBmmF1sLE9IOUUMf', 'duration_ms': 232880, 'time_signature': 4}]"
2064,4XRkQloZFcRrCONN7ZQ49Y,"['Parliament', '1976', 'Give Up the Funk (Tear the Roof off the Sucker)', {'danceability': 0.717, 'energy': 0.665, 'key': 9, 'loudness': -9.503, 'mode': 1, 'speechiness': 0.0523, 'acousticness': 0.0659, 'instrumentalness': 0, 'liveness': 0.326, 'valence': 0.774, 'tempo': 105.693, 'type': 'audio_features', 'id': '4XRkQloZFcRrCONN7ZQ49Y', 'uri': 'spotify:track:4XRkQloZFcRrCONN7ZQ49Y', 'track_href': 'https://api.spotify.com/v1/tracks/4XRkQloZFcRrCONN7ZQ49Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4XRkQloZFcRrCONN7ZQ49Y', 'duration_ms': 348067, 'time_signature': 4}]"
2065,1v1PV2wERHiMPesMWX0qmO,"['Parliament', '1978', 'Flash Light', {'danceability': 0.702, 'energy': 0.735, 'key': 7, 'loudness': -10.458, 'mode': 0, 'speechiness': 0.0465, 'acousticness': 0.243, 'instrumentalness': 0.117, 'liveness': 0.474, 'valence': 0.687, 'tempo': 105.177, 'type': 'audio_features', 'id': '1v1PV2wERHiMPesMWX0qmO', 'uri': 'spotify:track:1v1PV2wERHiMPesMWX0qmO', 'track_href': 'https://api.spotify.com/v1/tracks/1v1PV2wERHiMPesMWX0qmO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1v1PV2wERHiMPesMWX0qmO', 'duration_ms': 346667, 'time_signature': 4}]"
2066,00HnYt4dGTSZJIxywDcs7P,"['Larry Groce', '1976', 'Junk Food Junkie', {'danceability': 0.44, 'energy': 0.655, 'key': 4, 'loudness': -8.424, 'mode': 1, 'speechiness': 0.432, 'acousticness': 0.627, 'instrumentalness': 0, 'liveness': 0.607, 'valence': 0.899, 'tempo': 205.187, 'type': 'audio_features', 'id': '00HnYt4dGTSZJIxywDcs7P', 'uri': 'spotify:track:00HnYt4dGTSZJIxywDcs7P', 'track_href': 'https://api.spotify.com/v1/tracks/00HnYt4dGTSZJIxywDcs7P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/00HnYt4dGTSZJIxywDcs7P', 'duration_ms': 196347, 'time_signature': 4}]"
2067,6KTv0Z8BmVqM7DPxbGzpVC,"['Kiss', '1976', 'Rock and Roll All Nite', {'danceability': 0.654, 'energy': 0.929, 'key': 1, 'loudness': -5.906, 'mode': 1, 'speechiness': 0.0998, 'acousticness': 0.0468, 'instrumentalness': 0, 'liveness': 0.0539, 'valence': 0.902, 'tempo': 144.774, 'type': 'audio_features', 'id': '6KTv0Z8BmVqM7DPxbGzpVC', 'uri': 'spotify:track:6KTv0Z8BmVqM7DPxbGzpVC', 'track_href': 'https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC', 'duration_ms': 168840, 'time_signature': 4}]"
2068,2o4u19nlQWOGg5mLanT7Pg,"['Kiss', '1990', 'Forever', {'danceability': 0.435, 'energy': 0.666, 'key': 6, 'loudness': -10.596, 'mode': 1, 'speechiness': 0.031, 'acousticness': 0.254, 'instrumentalness': 1.4e-05, 'liveness': 0.0541, 'valence': 0.566, 'tempo': 176.431, 'type': 'audio_features', 'id': '2o4u19nlQWOGg5mLanT7Pg', 'uri': 'spotify:track:2o4u19nlQWOGg5mLanT7Pg', 'track_href': 'https://api.spotify.com/v1/tracks/2o4u19nlQWOGg5mLanT7Pg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2o4u19nlQWOGg5mLanT7Pg', 'duration_ms': 232640, 'time_signature': 4}]"
2069,4GcDFfl7XSHZSuWZKhhvFb,"['Rick Dees', '1976', 'Disco Duck', {'danceability': 0.747, 'energy': 0.415, 'key': 6, 'loudness': -13.421, 'mode': 0, 'speechiness': 0.0346, 'acousticness': 0.00445, 'instrumentalness': 0.00411, 'liveness': 0.0439, 'valence': 0.962, 'tempo': 116.01, 'type': 'audio_features', 'id': '4GcDFfl7XSHZSuWZKhhvFb', 'uri': 'spotify:track:4GcDFfl7XSHZSuWZKhhvFb', 'track_href': 'https://api.spotify.com/v1/tracks/4GcDFfl7XSHZSuWZKhhvFb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4GcDFfl7XSHZSuWZKhhvFb', 'duration_ms': 200960, 'time_signature': 4}]"
